Filename,MethodName,LineNumber,Length,Parameters,IfDepth,CyclomaticComplexity,Toxicity
C:\Projects\Language\Delphi\Middleware\RickSQL\src\model\Rick.SQL.Model.Driver.Definition.pas,TRickSQLDriverDefinition.AddClientLibrary,50,3,1,0,1,0,121
C:\Projects\Language\Delphi\Middleware\RickSQL\src\model\Rick.SQL.Model.Execution.Result.pas,TRickSQLExecutionResult.Succeeded,26,3,1,0,1,0,121
C:\Projects\Language\Delphi\Middleware\RickSQL\src\model\Rick.SQL.Model.Execution.Result.pas,TRickSQLExecutionResult.Failed,41,3,1,0,1,0,121
C:\Projects\Language\Delphi\Middleware\RickSQL\src\services\drivers\Rick.SQL.Service.FireDAC.Driver.VendorLibrary.pas,ERickSQLVendorLibraryInspection.Create,67,3,1,0,1,0,121
C:\Projects\Language\Delphi\Middleware\RickSQL\src\services\drivers\Rick.SQL.Service.FireDAC.Driver.Context.pas,TRickSQLServiceFireDACDriverContext.Destroy,89,6,0,0,1,0,117
C:\Projects\Language\Delphi\Middleware\RickSQL\src\services\drivers\Rick.SQL.Service.FireDAC.Driver.InterBase.pas,TRickSQLServiceFireDACDriverInterBase.GetDefinition
  ,80,6,0,0,1,0,117
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.CommandParameterDefault,329,6,0,0,1,0,117
C:\Projects\Language\Delphi\Middleware\RickSQL\src\services\drivers\Rick.SQL.Service.FireDAC.Driver.DB2.pas,TRickSQLServiceFireDACDriverDB2.CreateDriverLink,129,2,1,0,1,0,108
C:\Projects\Language\Delphi\Middleware\RickSQL\src\services\drivers\Rick.SQL.Service.FireDAC.Driver.Informix.pas,TRickSQLServiceFireDACDriverInformix.CreateDriverLink,173,2,1,0,1,0,108
C:\Projects\Language\Delphi\Middleware\RickSQL\src\services\drivers\Rick.SQL.Service.FireDAC.Driver.MSSQL.pas,TRickSQLServiceFireDACDriverMSSQL.CreateDriverLink,204,2,1,0,1,0,108
C:\Projects\Language\Delphi\Middleware\RickSQL\src\services\drivers\Rick.SQL.Service.FireDAC.Driver.ODBC.pas,TRickSQLServiceFireDACDriverODBC.CreateDriverLink,186,2,1,0,1,0,108
C:\Projects\Language\Delphi\Middleware\RickSQL\src\services\drivers\Rick.SQL.Service.FireDAC.Driver.Oracle.pas,TRickSQLServiceFireDACDriverOracle.CreateDriverLink,165,2,1,0,1,0,108
C:\Projects\Language\Delphi\Middleware\RickSQL\src\services\drivers\Rick.SQL.Service.FireDAC.Driver.SQLAnywhere.pas,TRickSQLServiceFireDACDriverSQLAnywhere.CreateDriverLink,151,2,1,0,1,0,108
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.Engine,359,2,1,0,1,0,108
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.Server,385,2,1,0,1,0,108
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.Size,391,2,1,0,1,0,108
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.SQL,397,2,1,0,1,0,108
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.TimeOut,403,2,1,0,1,0,108
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.Transation,414,2,1,0,1,0,108
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.Port,420,2,1,0,1,0,108
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.Position,426,2,1,0,1,0,108
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.Preserve,433,2,1,0,1,0,108
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.Database,450,2,1,0,1,0,108
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.DataType,461,2,1,0,1,0,108
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.UserName,468,2,1,0,1,0,108
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.Value,474,2,1,0,1,0,108
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.Password,485,2,1,0,1,0,108
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.CharacterSet,491,2,1,0,1,0,108
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.ConnectTimeout,509,2,1,0,1,0,108
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.LibraryPath,515,2,1,0,1,0,108
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.MaxRedord,527,2,1,0,1,0,108
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.Direction,625,2,1,0,1,0,108
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.FetchAll,647,2,1,0,1,0,108
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.Name,653,2,1,0,1,0,108
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.IsNull,664,2,1,0,1,0,108
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.Owner,692,2,1,0,1,0,108
C:\Projects\Language\Delphi\Middleware\RickSQL\src\model\Rick.SQL.Model.Command.Options.pas,TRickSQLCommandOptions.CreateDefault,32,5,0,0,1,0,104
C:\Projects\Language\Delphi\Middleware\RickSQL\src\services\Rick.SQL.Service.FireDAC.Session.pas,TRickSQLServiceFireDACSession.InitializeState,101,5,0,0,1,0,104
C:\Projects\Language\Delphi\Middleware\RickSQL\src\services\drivers\Rick.SQL.Service.FireDAC.Driver.Advantage.pas,TRickSQLServiceFireDACDriverAdvantage.GetDefinition
  ,77,5,0,0,1,0,104
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.Create,602,5,0,0,1,0,104
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.pas,TRickSQL.ConnectionOptions,50,1,1,0,1,0,096
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.pas,TRickSQL.Execute,67,1,1,0,1,0,096
C:\Projects\Language\Delphi\Middleware\RickSQL\src\core\Rick.SQL.Core.ClientLibrary.Resolver.pas,TRickSQLCoreClientLibraryResolver.DatabaseEngineName,369,1,1,0,1,0,096
C:\Projects\Language\Delphi\Middleware\RickSQL\src\core\Rick.SQL.Core.ClientLibrary.Resolver.pas,TRickSQLCoreClientLibraryResolver.ArchitectureIsCompatible,755,1,1,0,1,0,096
C:\Projects\Language\Delphi\Middleware\RickSQL\src\core\Rick.SQL.Core.Connection.Validator.pas,TRickSQLCoreConnectionValidator.HasConnectionData,96,1,1,0,1,0,096
C:\Projects\Language\Delphi\Middleware\RickSQL\src\core\Rick.SQL.Core.DataSet.Materializer.pas,TRickSQLCoreDataSetMaterializer.ReleaseOnFailure,328,1,1,0,1,0,096
C:\Projects\Language\Delphi\Middleware\RickSQL\src\core\Rick.SQL.Core.Driver.Context.Factory.pas,TRickSQLCoreDriverContextFactory.CreateDriverError,105,1,1,0,1,0,096
C:\Projects\Language\Delphi\Middleware\RickSQL\src\core\Rick.SQL.Core.Error.Parser.pas,TRickSQLCoreErrorParser.FriendlyMessage,60,1,1,0,1,0,096
C:\Projects\Language\Delphi\Middleware\RickSQL\src\core\Rick.SQL.Core.Parameter.Validator.pas,TRickSQLCoreParameterScanner.CurrentChar,236,1,1,0,1,0,096
C:\Projects\Language\Delphi\Middleware\RickSQL\src\core\Rick.SQL.Core.Parameter.Validator.pas,TRickSQLCoreParameterScanner.NextChar,242,1,1,0,1,0,096
C:\Projects\Language\Delphi\Middleware\RickSQL\src\core\Rick.SQL.Core.Parameter.Validator.pas,TRickSQLCoreParameterScanner.IsNameStart,262,1,1,0,1,0,096
C:\Projects\Language\Delphi\Middleware\RickSQL\src\core\Rick.SQL.Core.Parameter.Validator.pas,TRickSQLCoreParameterScanner.IsNamePart,268,1,1,0,1,0,096
C:\Projects\Language\Delphi\Middleware\RickSQL\src\core\Rick.SQL.Core.Parameter.Validator.pas,TRickSQLCoreParameterScanner.CanReadParameter,294,1,1,0,1,0,096
C:\Projects\Language\Delphi\Middleware\RickSQL\src\core\Rick.SQL.Core.Parameter.Validator.pas,TRickSQLCoreParameterScanner.SupportsBracketIdentifier,300,1,1,0,1,0,096
C:\Projects\Language\Delphi\Middleware\RickSQL\src\core\Rick.SQL.Core.Parameter.Validator.pas,TRickSQLCoreParameterScanner.SupportsBacktickIdentifier,308,1,1,0,1,0,096
C:\Projects\Language\Delphi\Middleware\RickSQL\src\core\Rick.SQL.Core.Parameter.Validator.pas,TRickSQLCoreParameterScanner.SupportsAlternativeQuote,315,1,1,0,1,0,096
C:\Projects\Language\Delphi\Middleware\RickSQL\src\core\Rick.SQL.Core.Parameter.Validator.pas,TRickSQLCoreParameterScanner.SupportsArraySlice,336,1,1,0,1,0,096
C:\Projects\Language\Delphi\Middleware\RickSQL\src\core\Rick.SQL.Core.Parameter.Validator.pas,TRickSQLCoreParameterScanner.SupportsJSONColon,343,1,1,0,1,0,096
C:\Projects\Language\Delphi\Middleware\RickSQL\src\core\Rick.SQL.Core.Parameter.Validator.pas,TRickSQLCoreParameterScanner.SupportsNestedBlockComment,350,1,1,0,1,0,096
C:\Projects\Language\Delphi\Middleware\RickSQL\src\core\Rick.SQL.Core.Parameter.Validator.pas,SupportsSize,1035,1,1,0,1,0,096
C:\Projects\Language\Delphi\Middleware\RickSQL\src\core\Rick.SQL.Core.Parameter.Validator.pas,IsSupportedDataType,1042,1,1,0,1,0,096
C:\Projects\Language\Delphi\Middleware\RickSQL\src\core\Rick.SQL.Core.Parameter.Validator.pas,IsStringDataType,1048,1,1,0,1,0,096
C:\Projects\Language\Delphi\Middleware\RickSQL\src\core\Rick.SQL.Core.Parameter.Validator.pas,IsNumericDataType,1054,1,1,0,1,0,096
C:\Projects\Language\Delphi\Middleware\RickSQL\src\core\Rick.SQL.Core.Parameter.Validator.pas,IsDateDataType,1061,1,1,0,1,0,096
C:\Projects\Language\Delphi\Middleware\RickSQL\src\model\Rick.SQL.Model.Command.pas,TRickSQLCommand.AddParameter,36,1,1,0,1,0,096
C:\Projects\Language\Delphi\Middleware\RickSQL\src\model\Rick.SQL.Model.Driver.Definition.pas,TRickSQLDriverDefinition.Requires,59,1,1,0,1,0,096
C:\Projects\Language\Delphi\Middleware\RickSQL\src\services\Rick.SQL.Service.FireDAC.Connection.pas,TRickSQLServiceFireDACConnection.ApplyProviderOptions,177,1,1,0,1,0,096
C:\Projects\Language\Delphi\Middleware\RickSQL\src\services\Rick.SQL.Service.FireDAC.Parameter.Binder.pas,TRickSQLServiceFireDACParameterBinder.CreateMissingParameterError,123,1,1,0,1,0,096
C:\Projects\Language\Delphi\Middleware\RickSQL\src\services\Rick.SQL.Service.FireDAC.Query.pas,TRickSQLServiceFireDACQuery.AssignConnection,164,1,1,0,1,0,096
C:\Projects\Language\Delphi\Middleware\RickSQL\src\services\Rick.SQL.Service.FireDAC.Query.pas,TRickSQLServiceFireDACQuery.AssignSQL,170,1,1,0,1,0,096
C:\Projects\Language\Delphi\Middleware\RickSQL\src\services\Rick.SQL.Service.FireDAC.Session.pas,TRickSQLServiceFireDACSession.AttachDriverContext,112,1,1,0,1,0,096
C:\Projects\Language\Delphi\Middleware\RickSQL\src\error\Rick.SQL.Error.Normalizer.pas,TRickSQLErrorNormalizer.SanitizeText,115,1,1,0,1,0,096
C:\Projects\Language\Delphi\Middleware\RickSQL\src\error\Rick.SQL.Error.Normalizer.pas,TRickSQLErrorNormalizer.IsValueDelimiter,158,1,1,0,1,0,096
C:\Projects\Language\Delphi\Middleware\RickSQL\src\core\Rick.SQL.Core.ClientLibrary.Resolver.pas,TRickSQLClientLibraryResolution.Empty
  ,260,4,0,0,1,0,092
C:\Projects\Language\Delphi\Middleware\RickSQL\src\core\Rick.SQL.Core.ClientLibrary.Resolver.pas,TRickSQLCoreClientLibraryResolver.LoadPathDirectories
  ,617,4,0,0,1,0,092
C:\Projects\Language\Delphi\Middleware\RickSQL\src\services\drivers\Rick.SQL.Service.FireDAC.Driver.Access.pas,TRickSQLServiceFireDACDriverAccess.GetDefinition
  ,69,4,0,0,1,0,092
C:\Projects\Language\Delphi\Middleware\RickSQL\src\services\drivers\Rick.SQL.Service.FireDAC.Driver.Firebird.pas,TRickSQLServiceFireDACDriverFirebird.GetDefinition
  ,70,4,0,0,1,0,092
C:\Projects\Language\Delphi\Middleware\RickSQL\src\services\drivers\Rick.SQL.Service.FireDAC.Driver.MySQL.pas,TRickSQLServiceFireDACDriverMySQL.GetDefinition
  ,64,4,0,0,1,0,092
C:\Projects\Language\Delphi\Middleware\RickSQL\src\services\drivers\Rick.SQL.Service.FireDAC.Driver.PostgreSQL.pas,TRickSQLServiceFireDACDriverPostgreSQL.GetDefinition
  ,64,4,0,0,1,0,092
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.CommandOptionsDefault,321,4,0,0,1,0,092
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.Execute,632,4,0,0,1,0,092
C:\Projects\Language\Delphi\Middleware\RickSQL\src\model\Rick.SQL.Model.Execution.Result.pas,TRickSQLExecutionResult.Default,34,3,0,0,1,0,079
C:\Projects\Language\Delphi\Middleware\RickSQL\src\services\drivers\Rick.SQL.Service.FireDAC.Driver.DB2.pas,TRickSQLServiceFireDACDriverDB2.GetDefinition
  ,115,3,0,0,1,0,079
C:\Projects\Language\Delphi\Middleware\RickSQL\src\services\drivers\Rick.SQL.Service.FireDAC.Driver.Informix.pas,TRickSQLServiceFireDACDriverInformix.GetDefinition
  ,159,3,0,0,1,0,079
C:\Projects\Language\Delphi\Middleware\RickSQL\src\services\drivers\Rick.SQL.Service.FireDAC.Driver.MSSQL.pas,TRickSQLServiceFireDACDriverMSSQL.GetDefinition
  ,193,3,0,0,1,0,079
C:\Projects\Language\Delphi\Middleware\RickSQL\src\services\drivers\Rick.SQL.Service.FireDAC.Driver.Oracle.pas,TRickSQLServiceFireDACDriverOracle.GetDefinition
  ,152,3,0,0,1,0,079
C:\Projects\Language\Delphi\Middleware\RickSQL\src\services\drivers\Rick.SQL.Service.FireDAC.Driver.SQLAnywhere.pas,TRickSQLServiceFireDACDriverSQLAnywhere.GetDefinition
  ,138,3,0,0,1,0,079
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.AddNull,576,3,0,0,1,0,079
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.AddVariant,589,3,0,0,1,0,079
C:\Projects\Language\Delphi\Middleware\RickSQL\src\core\Rick.SQL.Core.ClientLibrary.Resolver.pas,TRickSQLClientLibraryResolution.NotRequired
  ,280,2,0,0,1,0,067
C:\Projects\Language\Delphi\Middleware\RickSQL\src\model\Rick.SQL.Model.Command.Options.pas,TRickSQLMaterializationOptions.CreateDefault
  ,25,2,0,0,1,0,067
C:\Projects\Language\Delphi\Middleware\RickSQL\src\services\drivers\Rick.SQL.Service.FireDAC.Driver.SQLite.pas,TRickSQLServiceFireDACDriverSQLite.GetDefinition
  ,61,2,0,0,1,0,067
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.Clear,497,2,0,0,1,0,067
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.ClearConnectionParameter,503,2,0,0,1,0,067
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.MaterializationOptionsDefault,521,2,0,0,1,0,067
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.Default,611,2,0,0,1,0,067
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.Destroy,618,2,0,0,1,0,067
C:\Projects\Language\Delphi\Middleware\RickSQL\src\core\Rick.SQL.Core.ClientLibrary.Resolver.pas,TRickSQLCoreClientLibraryResolver.ExecutableDirectory,318,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\src\services\Rick.SQL.Service.FireDAC.Session.pas,TRickSQLServiceFireDACSession.CreateConnection,137,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\src\services\Rick.SQL.Service.FireDAC.Session.pas,TRickSQLServiceFireDACSession.CreateQuery,142,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\src\services\Rick.SQL.Service.FireDAC.Session.pas,TRickSQLServiceFireDACSession.MarkReady,147,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\src\services\drivers\Rick.SQL.Service.FireDAC.Driver.Base.pas,TRickSQLServiceFireDACDriverProvider.Definition
  ,231,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\src\services\drivers\Rick.SQL.Service.FireDAC.Driver.Base.pas,TRickSQLServiceFireDACDriverProvider.Engine
  ,237,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\src\services\drivers\Rick.SQL.Service.FireDAC.Driver.Context.pas,TRickSQLServiceFireDACDriverContext.MarkConfigured,155,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\src\services\drivers\Rick.SQL.Service.FireDAC.Driver.VendorLibrary.pas,TRickSQLVendorLibraryApplyResult.Succeeded,73,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\src\services\drivers\Rick.SQL.Service.FireDAC.Driver.DB2.pas,TRickSQLServiceFireDACDriverDB2.RaiseFullEditionRequired,110,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\src\services\drivers\Rick.SQL.Service.FireDAC.Driver.Informix.pas,TRickSQLServiceFireDACDriverInformix.RaiseFullEditionRequired,154,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\src\services\drivers\Rick.SQL.Service.FireDAC.Driver.MSSQL.pas,TRickSQLServiceFireDACDriverMSSQL.RaiseFullEditionRequired,188,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\src\services\drivers\Rick.SQL.Service.FireDAC.Driver.ODBC.pas,TRickSQLServiceFireDACDriverODBC.RaiseFullEditionRequired,174,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\src\services\drivers\Rick.SQL.Service.FireDAC.Driver.ODBC.pas,TRickSQLServiceFireDACDriverODBC.GetDefinition
  ,179,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\src\services\drivers\Rick.SQL.Service.FireDAC.Driver.Oracle.pas,TRickSQLServiceFireDACDriverOracle.RaiseFullEditionRequired,147,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\src\services\drivers\Rick.SQL.Service.FireDAC.Driver.SQLAnywhere.pas,TRickSQLServiceFireDACDriverSQLAnywhere.RaiseFullEditionRequired,133,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.Back,281,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.Command,316,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.ConnectionOptions,340,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.Error,366,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.ErrorFull,380,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.ToBack,409,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.Result,440,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.Return,445,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.DataSet,456,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.Parameter,480,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.Cursor,642,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.New,659,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\src\Rick.SQL.Interf.pas,TRickSQLInterf.Option,687,1,0,0,1,0,054
